BirdID,GroupSize,HelpersF,PeriodYear
1222,2,0,2012
1222,2,0,2008
1222,2,0,2005
1222,2,0,2003
1222,2,0,2007
1222,2,0,2015
1222,2,0,2013
1222,2,0,2011
1222,2,0,2010
1222,2,0,2014
1222,2,0,2004
1222,2,0,2006
595,2,0,2006
595,2,0,2005
595,2,0,2003
595,2,0,2004
595,2,0,2001
595,2,0,2002
595,2,0,2000
1222,3,0,2006
1222,3,0,2007
1222,3,0,2001
1222,3,0,2002
1222,3,0,2005
1222,3,0,2004
1222,3,0,2003
1222,3,0,2015
1222,3,0,2011
1222,3,0,2012
1222,3,0,2013
1222,3,0,2009
1222,3,0,2014
1222,3,0,2008
1222,3,0,2010
1247,2,0,2004
1247,2,0,2000
1247,2,0,2005
1247,2,0,2003
1247,2,0,2001
1247,2,0,2002
1247,2,0,2007
1247,2,0,2006
1177,2,0,2002
1177,2,0,2003
1177,2,0,2001
1170,2,0,2002
1170,2,0,2003
1170,2,0,2005
1170,2,0,2006
1170,2,0,2007
1170,2,0,2000
1170,2,0,2004
1170,2,0,2001
639,3,0,2006
639,3,0,2012
639,3,0,2004
639,3,0,2011
639,3,0,2010
639,3,0,2005
639,3,0,2007
639,3,0,2002
639,3,0,2003
639,3,0,2001
639,3,0,2008
639,3,0,2009
639,3,0,2000
949,4,0,2002
949,4,0,2001
949,4,0,2003
949,4,0,2004
949,4,0,2000
912,3,1,2008
912,3,1,2005
912,3,1,2006
912,3,1,2004
912,3,1,2001
912,3,1,2002
912,3,1,2007
912,3,1,2003
1130,2,0,2000
1130,2,0,2001
858,2,0,2009
858,2,0,2006
858,2,0,2002
858,2,0,2008
858,2,0,2001
858,2,0,2011
858,2,0,2003
858,2,0,2005
858,2,0,2000
858,2,0,2007
858,2,0,2010
858,2,0,2004
1436,NA,0,2001
1436,NA,0,2002
840,2,0,2002
840,2,0,2001
840,2,0,2005
840,2,0,2004
840,2,0,2003
1605,2,0,2009
1605,2,0,2008
1605,2,0,2016
1605,2,0,2005
1605,2,0,2006
1605,2,0,2014
1605,2,0,2007
1605,2,0,2015
1605,2,0,2012
1605,2,0,2013
1605,2,0,2002
1605,2,0,2004
1605,2,0,2010
1605,2,0,2011
1605,2,0,2003
1490,2,0,2002
1490,2,0,2001
1490,2,0,2008
1490,2,0,2003
1490,2,0,2009
1490,2,0,2004
1490,2,0,2007
1490,2,0,2006
1490,2,0,2001
1490,2,0,2005
1490,2,0,2002
1059,2,0,2004
1059,2,0,2001
1059,2,0,2003
1059,2,0,2005
1059,2,0,2002
826,2,0,2002
826,2,0,2003
1503,3,0,2013
1503,3,0,2012
1503,3,0,2011
1503,3,0,2007
1503,3,0,2004
1503,3,0,2010
1503,3,0,2008
1503,3,0,2005
1503,3,0,2009
1503,3,0,2003
1503,3,0,2014
1503,3,0,2006
1503,3,0,2015
1503,3,0,2002
1503,3,0,2001
1589,2,0,2003
1589,2,0,2002
1588,2,0,2004
1588,2,0,2002
1588,2,0,2003
1588,2,0,2001
1588,2,0,2005
1588,3,0,2003
1588,3,0,2005
1588,3,0,2013
1588,3,0,2012
1588,3,0,2002
1588,3,0,2004
1588,3,0,2009
1588,3,0,2011
1588,3,0,2010
1588,3,0,2007
1588,3,0,2006
1588,3,0,2008
845,2,0,2001
845,2,0,2002
1384,3,0,2004
1384,3,0,2007
1384,3,0,2005
1384,3,0,2006
1384,3,0,2002
1384,3,0,2003
1552,2,0,2002
1552,2,0,2001
1552,2,0,2009
1552,2,0,2010
1552,2,0,2004
1552,2,0,2003
1552,2,0,2008
1552,2,0,2007
1552,2,0,2005
1552,2,0,2006
1552,2,0,2002
1552,2,0,2005
1552,2,0,2003
1552,2,0,2004
1552,2,0,2006
595,3,0,2002
595,3,0,2001
1771,2,0,2010
1771,2,0,2008
1771,2,0,2005
1771,2,0,2007
1771,2,0,2004
1771,2,0,2006
1771,2,0,2009
1771,2,0,2002
1771,2,0,2003
1244,3,0,2003
1244,3,0,2002
912,2,0,2005
912,2,0,2002
912,2,0,2003
912,2,0,2004
1186,2,0,2002
1186,2,0,2001
1049,2,0,2001
1049,2,0,2005
1049,2,0,2003
1049,2,0,2002
1049,2,0,2006
1049,2,0,2004
524,3,0,2003
524,3,0,2002
524,3,0,2012
524,3,0,2004
524,3,0,2010
524,3,0,2015
524,3,0,2006
524,3,0,2011
524,3,0,2014
524,3,0,2007
524,3,0,2005
524,3,0,2013
524,3,0,2009
524,3,0,2016
524,3,0,2008
1158,2,0,2002
1158,2,0,2001
1158,2,0,2006
1158,2,0,2003
1158,2,0,2005
1158,2,0,2004
1043,3,0,2002
1043,3,0,2001
1043,3,1,2002
1043,3,1,2003
1043,3,1,2013
1043,3,1,2004
1043,3,1,2012
1043,3,1,2014
1043,3,1,2015
1043,3,1,2011
1043,3,1,2010
1043,3,1,2008
1043,3,1,2007
1043,3,1,2009
1043,3,1,2006
1043,3,1,2005
858,2,0,2003
858,2,0,2004
858,2,0,2001
858,2,0,2002
858,2,0,2005
1247,3,0,2004
1247,3,0,2003
1247,3,0,2005
1247,3,0,2001
1247,3,0,2002
1532,2,0,2004
1532,2,0,2002
1532,2,0,2003
1532,2,0,2001
1532,2,0,2006
1532,2,0,2005
1401,3,0,2009
1401,3,0,2010
1401,3,0,2008
1401,3,0,2012
1401,3,0,2011
1401,3,0,2007
1401,3,0,2005
1401,3,0,2003
1401,3,0,2006
1401,3,0,2002
1401,3,0,2004
1401,3,0,2001
1550,2,0,2003
1550,2,0,2004
1550,2,0,2002
444,2,0,2003
444,2,0,2004
444,2,0,2002
444,2,0,2001
1506,2,0,2002
1506,2,0,2004
1506,2,0,2003
1506,2,0,2005
639,2,0,2004
639,2,0,2005
639,2,0,2003
639,2,0,2002
604,2,0,2011
604,2,0,2008
604,2,0,2013
604,2,0,2007
604,2,0,2004
604,2,0,2009
604,2,0,2006
604,2,0,2002
604,2,0,2005
604,2,0,2012
604,2,0,2003
604,2,0,2015
604,2,0,2010
604,2,0,2001
604,2,0,2014
1701,3,0,2002
1701,3,0,2008
1701,3,0,2010
1701,3,0,2007
1701,3,0,2011
1701,3,0,2009
1701,3,0,2004
1701,3,0,2013
1701,3,0,2006
1701,3,0,2012
1701,3,0,2005
1701,3,0,2003
1190,3,0,2001
1190,3,0,2004
1190,3,0,2003
1190,3,0,2002
1218,4,1,2002
1218,4,1,2004
1218,4,1,2003
932,2,0,2002
932,2,0,2006
932,2,0,2003
932,2,0,2007
932,2,0,2005
932,2,0,2004
932,2,0,2008
930,NA,0,2004
930,NA,0,2008
930,NA,0,2009
930,NA,0,2007
930,NA,0,2006
930,NA,0,2003
930,NA,0,2005
930,NA,0,2002
930,NA,0,2001
1510,2,0,2002
1510,2,0,2008
1510,2,0,2003
1510,2,0,2006
1510,2,0,2007
1510,2,0,2004
1510,2,0,2005
1415,2,0,2007
1415,2,0,2002
1415,2,0,2004
1415,2,0,2008
1415,2,0,2005
1415,2,0,2009
1415,2,0,2006
1415,2,0,2003
1369,3,0,2002
1369,3,0,2004
1369,3,0,2003
949,2,0,2002
949,2,0,2003
826,2,0,2003
826,2,0,2002
826,2,0,2004
1674,2,0,2003
1674,2,0,2002
1362,2,0,2011
1362,2,0,2008
1362,2,0,2009
1362,2,0,2013
1362,2,0,2010
1362,2,0,2007
1362,2,0,2006
1362,2,0,2015
1362,2,0,2004
1362,2,0,2014
1362,2,0,2005
1362,2,0,2002
1362,2,0,2003
1362,2,0,2012
845,2,0,2001
845,2,0,2003
845,2,0,2002
1200,NA,0,2006
1200,NA,0,2004
1200,NA,0,2010
1200,NA,0,2005
1200,NA,0,2008
1200,NA,0,2003
1200,NA,0,2002
1200,NA,0,2009
1200,NA,0,2007
1244,3,0,2005
1244,3,0,2008
1244,3,0,2004
1244,3,0,2007
1244,3,0,2011
1244,3,0,2006
1244,3,0,2003
1244,3,0,2009
1244,3,0,2010
1244,3,0,2002
1355,2,0,2008
1355,2,0,2002
1355,2,0,2006
1355,2,0,2007
1355,2,0,2001
1355,2,0,2004
1355,2,0,2003
1355,2,0,2005
1244,2,0,2002
1244,2,0,2001
1244,2,0,2003
1244,2,0,2004
1244,2,0,2005
522,2,0,2006
522,2,0,2004
522,2,0,2003
522,2,0,2005
522,2,0,2001
522,2,0,2002
1380,2,0,2002
1380,2,0,2005
1380,2,0,2004
1380,2,0,2003
1380,2,0,2006
1380,2,0,2001
1186,4,0,2003
1186,4,0,2002
1152,2,0,2005
1152,2,0,2003
1152,2,0,2004
1152,2,0,2007
1152,2,0,2008
1152,2,0,2002
1152,2,0,2012
1152,2,0,2006
1152,2,0,2009
1152,2,0,2013
1152,2,0,2011
1152,2,0,2010
1222,3,0,2004
1222,3,0,2005
1222,3,0,2003
1415,3,1,2009
1415,3,1,2007
1415,3,1,2003
1415,3,1,2008
1415,3,1,2004
1415,3,1,2006
1415,3,1,2005
930,3,0,2007
930,3,0,2005
930,3,0,2002
930,3,0,2003
930,3,0,2004
930,3,0,2006
1361,3,0,2004
1361,3,0,2003
1024,3,0,2009
1024,3,0,2004
1024,3,0,2008
1024,3,0,2007
1024,3,0,2003
1024,3,0,2005
1024,3,0,2006
1024,3,0,2004
1024,3,0,2003
925,3,0,2003
925,3,0,2001
925,3,0,2002
1186,4,0,2004
1186,4,0,2005
1186,4,0,2003
1186,4,0,2002
1501,2,0,2005
1501,2,0,2002
1501,2,0,2003
1501,2,0,2008
1501,2,0,2006
1501,2,0,2007
1501,2,0,2004
458,2,0,2004
458,2,0,2002
458,2,0,2007
458,2,0,2005
458,2,0,2006
458,2,0,2003
1510,2,0,2005
1510,2,0,2007
1510,2,0,2002
1510,2,0,2006
1510,2,0,2003
1510,2,0,2004
1510,2,0,2008
1017,3,0,2009
1017,3,0,2008
1017,3,0,2007
1017,3,0,2004
1017,3,0,2006
1017,3,0,2005
1017,3,0,2003
951,2,0,2007
951,2,0,2004
951,2,0,2006
951,2,0,2003
951,2,0,2005
951,2,0,2002
1387,2,0,2002
1387,2,0,2008
1387,2,0,2006
1387,2,0,2007
1387,2,0,2004
1387,2,0,2003
1387,2,0,2005
1305,3,0,2008
1305,3,0,2006
1305,3,0,2010
1305,3,0,2004
1305,3,0,2007
1305,3,0,2009
1305,3,0,2005
1305,3,0,2003
1155,2,0,2002
1155,2,0,2004
1155,2,0,2003
1155,2,0,2005
1538,3,0,2002
1538,3,0,2003
503,3,0,2007
503,3,0,2008
503,3,0,2006
503,3,0,2005
503,3,0,2004
503,3,0,2002
503,3,0,2003
1401,4,1,2004
1401,4,1,2002
1401,4,1,2007
1401,4,1,2003
1401,4,1,2005
1401,4,1,2006
1403,3,0,2007
1403,3,0,2005
1403,3,0,2006
1403,3,0,2008
1403,3,0,2004
1403,3,0,2003
1403,3,0,2002
1275,2,0,2002
1275,2,0,2003
1275,2,0,2004
1382,2,0,2003
1382,2,0,2002
1382,2,0,2004
1437,2,0,2006
1437,2,0,2005
1437,2,0,2007
1437,2,0,2003
1437,2,0,2004
1437,2,0,2002
1588,3,0,2003
1588,3,0,2004
1588,3,0,2006
1588,3,0,2008
1588,3,0,2005
1588,3,0,2007
1588,3,0,2009
1588,3,0,2010
845,3,0,2012
845,3,0,2011
845,3,0,2002
845,3,0,2010
845,3,0,2007
845,3,0,2013
845,3,0,2009
845,3,0,2003
845,3,0,2005
845,3,0,2006
845,3,0,2008
845,3,0,2004
1532,2,0,2003
1532,2,0,2007
1532,2,0,2005
1532,2,0,2008
1532,2,0,2006
1532,2,0,2004
1193,2,0,2010
1193,2,0,2008
1193,2,0,2009
1193,2,0,2007
1193,2,0,2004
1193,2,0,2006
1193,2,0,2003
1193,2,0,2005
1597,3,1,2004
1597,3,1,2003
1271,3,0,2003
1271,3,0,2002
1403,3,0,2008
1403,3,0,2006
1403,3,0,2007
1403,3,0,2003
1403,3,0,2005
1403,3,0,2004
1355,2,0,2012
1355,2,0,2003
1355,2,0,2009
1355,2,0,2005
1355,2,0,2004
1355,2,0,2011
1355,2,0,2008
1355,2,0,2007
1355,2,0,2010
1355,2,0,2006
1172,2,0,2004
1172,2,0,2003
1172,2,0,2013
1172,2,0,2005
1172,2,0,2002
1172,2,0,2006
1172,2,0,2012
1172,2,0,2015
1172,2,0,2007
1172,2,0,2016
1172,2,0,2011
1172,2,0,2014
1172,2,0,2010
1172,2,0,2008
1172,2,0,2009
1172,2,0,2003
1172,2,0,2004
1172,2,0,2007
1172,2,0,2002
1172,2,0,2006
1172,2,0,2005
1172,2,0,2008
1419,2,0,2011
1419,2,0,2010
1419,2,0,2005
1419,2,0,2009
1419,2,0,2013
1419,2,0,2007
1419,2,0,2012
1419,2,0,2004
1419,2,0,2003
1419,2,0,2008
1419,2,0,2015
1419,2,0,2014
1419,2,0,2006
1563,2,0,2007
1563,2,0,2006
1563,2,0,2005
1563,2,0,2008
1563,2,0,2003
1563,2,0,2010
1563,2,0,2009
1563,2,0,2013
1563,2,0,2004
1563,2,0,2002
1563,2,0,2012
1563,2,0,2011
1508,2,0,2006
1508,2,0,2005
1508,2,0,2004
1508,2,0,2003
1190,2,0,2009
1190,2,0,2007
1190,2,0,2005
1190,2,0,2008
1190,2,0,2003
1190,2,0,2004
1190,2,0,2012
1190,2,0,2006
1190,2,0,2011
1190,2,0,2013
1190,2,0,2010
1271,4,1,2003
1271,4,1,2004
1271,4,1,2005
1757,3,1,2008
1757,3,1,2007
1757,3,1,2006
1757,3,1,2005
1757,3,1,2004
1757,3,1,2003
1059,2,0,2003
1059,2,0,2008
1059,2,0,2007
1059,2,0,2005
1059,2,0,2006
1059,2,0,2004
1059,2,0,2010
1059,2,0,2009
1771,3,0,2008
1771,3,0,2003
1771,3,0,2007
1771,3,0,2009
1771,3,0,2005
1771,3,0,2004
1771,3,0,2006
1753,2,0,2007
1753,2,0,2004
1753,2,0,2006
1753,2,0,2003
1753,2,0,2010
1753,2,0,2008
1753,2,0,2005
1753,2,0,2014
1753,2,0,2009
1753,2,0,2012
1753,2,0,2013
1753,2,0,2011
1503,2,0,2009
1503,2,0,2003
1503,2,0,2008
1503,2,0,2013
1503,2,0,2011
1503,2,0,2004
1503,2,0,2010
1503,2,0,2007
1503,2,0,2012
1503,2,0,2006
1503,2,0,2005
458,2,0,2007
458,2,0,2003
458,2,0,2006
458,2,0,2005
458,2,0,2004
1674,3,0,2004
1674,3,0,2007
1674,3,0,2008
1674,3,0,2006
1674,3,0,2005
1674,3,0,2003
832,2,0,2014
832,2,0,2011
832,2,0,2013
832,2,0,2009
832,2,0,2010
832,2,0,2012
832,2,0,2003
832,2,0,2007
832,2,0,2005
832,2,0,2008
832,2,0,2015
832,2,0,2004
832,2,0,2006
1892,2,0,2003
1892,2,0,2004
1401,3,0,2009
1401,3,0,2004
1401,3,0,2008
1401,3,0,2003
1401,3,0,2007
1401,3,0,2005
1401,3,0,2006
862,2,0,2003
862,2,0,2002
862,2,0,2004
862,2,0,2005
862,2,0,2001
862,2,0,2006
1501,3,0,2004
1501,3,0,2003
1155,3,0,2007
1155,3,0,2008
1155,3,0,2005
1155,3,0,2013
1155,3,0,2010
1155,3,0,2006
1155,3,0,2004
1155,3,0,2012
1155,3,0,2014
1155,3,0,2009
1155,3,0,2003
1155,3,0,2011
1155,3,0,2015
1024,3,0,2004
1024,3,0,2003
1517,2,0,2009
1517,2,0,2008
1517,2,0,2007
1517,2,0,2006
1517,2,0,2005
1517,2,0,2010
1517,2,0,2003
1517,2,0,2004
1517,2,0,2002
1170,3,1,2004
1170,3,1,2003
1735,2,0,2007
1735,2,0,2006
1735,2,0,2003
1735,2,0,2004
1735,2,0,2008
1735,2,0,2005
832,2,0,2004
832,2,0,2003
832,2,0,2002
832,2,0,2001
832,2,0,2005
1403,3,0,2005
1403,3,0,2006
1403,3,0,2004
1403,3,0,2003
1403,3,0,2001
1403,3,0,2002
503,3,0,2003
503,3,0,2002
912,3,1,2009
912,3,1,2004
912,3,1,2008
912,3,1,2005
912,3,1,2003
912,3,1,2006
912,3,1,2007
912,3,1,2010
927,2,0,2007
927,2,0,2006
927,2,0,2004
927,2,0,2008
927,2,0,2005
927,2,0,2003
927,2,0,2009
927,2,0,2010
919,4,0,2009
919,4,0,2010
919,4,0,2004
919,4,0,2008
919,4,0,2005
919,4,0,2007
919,4,0,2006
919,4,0,2003
1369,3,0,2016
1369,3,0,2011
1369,3,0,2015
1369,3,0,2014
1369,3,0,2005
1369,3,0,2003
1369,3,0,2009
1369,3,0,2006
1369,3,0,2004
1369,3,0,2010
1369,3,0,2007
1369,3,0,2008
1369,3,0,2013
1369,3,0,2012
1763,3,0,2004
1763,3,0,2007
1763,3,0,2005
1763,3,0,2006
1672,3,0,2010
1672,3,0,2008
1672,3,0,2009
1672,3,0,2004
1672,3,0,2007
1672,3,0,2006
1672,3,0,2005
1559,2,0,2006
1559,2,0,2002
1559,2,0,2003
1559,2,0,2007
1559,2,0,2005
1559,2,0,2004
1559,2,0,2008
459,4,1,2013
459,4,1,2011
459,4,1,2012
459,4,1,2004
459,4,1,2005
459,4,1,2010
459,4,1,2008
459,4,1,2006
459,4,1,2009
459,4,1,2003
459,4,1,2007
1042,2,0,2003
1042,2,0,2004
1024,4,0,2011
1024,4,0,2009
1024,4,0,2010
1024,4,0,2006
1024,4,0,2013
1024,4,0,2008
1024,4,0,2004
1024,4,0,2012
1024,4,0,2005
1024,4,0,2016
1024,4,0,2015
1024,4,0,2014
1024,4,0,2007
1024,4,0,2017
1532,2,0,2006
1532,2,0,2005
1532,2,0,2004
1717,2,0,2004
1717,2,0,2006
1717,2,0,2005
1892,2,0,2006
1892,2,0,2003
1892,2,0,2010
1892,2,0,2007
1892,2,0,2004
1892,2,0,2011
1892,2,0,2008
1892,2,0,2009
1892,2,0,2005
1892,2,0,2013
1892,2,0,2012
1758,2,0,2008
1758,2,0,2004
1758,2,0,2007
1758,2,0,2005
1758,2,0,2006
1888,4,0,2006
1888,4,0,2004
1888,4,0,2003
1888,4,0,2007
1888,4,0,2005
1491,2,0,2008
1491,2,0,2003
1491,2,0,2007
1491,2,0,2006
1491,2,0,2005
1491,2,0,2004
1672,3,0,2003
1672,3,0,2004
1672,3,0,2008
1672,3,0,2007
1672,3,0,2005
1672,3,0,2006
1589,3,0,2006
1589,3,0,2005
1589,3,0,2009
1589,3,0,2004
1589,3,0,2008
1589,3,0,2007
1589,3,0,2003
1765,3,0,2003
1765,3,0,2006
1765,3,0,2011
1765,3,0,2009
1765,3,0,2008
1765,3,0,2007
1765,3,0,2005
1765,3,0,2004
1765,3,0,2010
869,2,0,2012
869,2,0,2011
869,2,0,2010
869,2,0,2013
869,2,0,2009
869,2,0,2007
869,2,0,2014
869,2,0,2008
869,2,0,2006
869,2,0,2004
869,2,0,2015
869,2,0,2005
308,2,0,2005
308,2,0,2002
308,2,0,2003
308,2,0,2004
930,3,0,2008
930,3,0,2007
930,3,0,2004
930,3,0,2006
930,3,0,2005
930,3,0,2009
930,3,0,2010
1042,2,0,2007
1042,2,0,2006
1042,2,0,2005
1042,2,0,2004
1042,2,0,2008
1042,2,0,2010
1042,2,0,2009
832,2,0,2009
832,2,0,2011
832,2,0,2008
832,2,0,2015
832,2,0,2010
832,2,0,2016
832,2,0,2007
832,2,0,2006
832,2,0,2013
832,2,0,2014
832,2,0,2004
832,2,0,2017
832,2,0,2005
832,2,0,2012
832,2,0,2003
1735,3,0,2007
1735,3,0,2005
1735,3,0,2006
1735,3,0,2004
1725,2,0,2004
1725,2,0,2005
1782,2,0,2013
1782,2,0,2003
1782,2,0,2006
1782,2,0,2012
1782,2,0,2005
1782,2,0,2008
1782,2,0,2011
1782,2,0,2010
1782,2,0,2007
1782,2,0,2004
1782,2,0,2009
1247,3,0,2004
1247,3,0,2005
1247,3,0,2007
1247,3,0,2006
1437,2,0,2004
1437,2,0,2005
1437,2,0,2007
1437,2,0,2008
1437,2,0,2006
1437,2,0,2009
1705,4,1,2004
1705,4,1,2005
1705,4,1,2006
1740,3,1,2005
1740,3,1,2004
1401,3,0,2004
1401,3,0,2005
1401,3,0,2006
1510,2,0,2004
1510,2,0,2005
1415,3,0,2006
1415,3,0,2004
1415,3,0,2005
1415,3,0,2007
1854,2,0,2004
1854,2,0,2005
1042,2,0,2006
1042,2,0,2004
1042,2,0,2005
1042,2,0,2007
1042,2,0,2008
1772,3,1,2006
1772,3,1,2004
1772,3,1,2005
1772,3,1,2007
1558,2,0,2005
1558,2,0,2008
1558,2,0,2007
1558,2,0,2004
1558,2,0,2006
1791,2,0,2005
1791,2,0,2004
1791,2,0,2007
1791,2,0,2006
1763,2,0,2017
1763,2,0,2015
1763,2,0,2016
1763,2,0,2014
1763,2,0,2012
1763,2,0,2004
1763,2,0,2006
1763,2,0,2013
1763,2,0,2011
1763,2,0,2005
1763,2,0,2007
1763,2,0,2010
1763,2,0,2008
1763,2,0,2009
1429,2,0,2004
1429,2,0,2005
1362,2,0,2005
1362,2,0,2004
1362,2,0,2007
1362,2,0,2008
1362,2,0,2006
1665,2,0,2007
1665,2,0,2006
1665,2,0,2005
1665,2,0,2004
1892,2,0,2006
1892,2,0,2007
1892,2,0,2004
1892,2,0,2005
1764,2,0,2005
1764,2,0,2007
1764,2,0,2010
1764,2,0,2006
1764,2,0,2009
1764,2,0,2008
1605,3,0,2007
1605,3,0,2008
1605,3,0,2006
1605,3,0,2005
1501,5,1,2006
1501,5,1,2005
1614,2,0,2005
1614,2,0,2009
1614,2,0,2008
1614,2,0,2006
1614,2,0,2007
1506,2,0,2007
1506,2,0,2006
1506,2,0,2005
2987,2,0,2007
2987,2,0,2008
2987,2,0,2011
2987,2,0,2006
2987,2,0,2013
2987,2,0,2016
2987,2,0,2009
2987,2,0,2010
2987,2,0,2014
2987,2,0,2015
2987,2,0,2005
2987,2,0,2012
2987,2,0,2017
1361,2,0,2006
1361,2,0,2007
1361,2,0,2005
1563,2,0,2011
1563,2,0,2009
1563,2,0,2008
1563,2,0,2010
1563,2,0,2005
1563,2,0,2012
1563,2,0,2007
1563,2,0,2006
1563,2,0,2013
1563,2,0,2004
2978,3,0,2010
2978,3,0,2008
2978,3,0,2007
2978,3,0,2011
2978,3,0,2009
2978,3,0,2005
2978,3,0,2004
2978,3,0,2006
1697,2,0,2006
1697,2,0,2005
1697,2,0,2007
1717,2,0,2005
1717,2,0,2007
1717,2,0,2008
1717,2,0,2006
1725,2,0,2008
1725,2,0,2006
1725,2,0,2007
1725,2,0,2005
1403,2,0,2006
1403,2,0,2007
1403,2,0,2005
1778,2,0,2005
1778,2,0,2006
1778,2,0,2007
1778,2,0,2004
1778,2,0,2006
1778,2,0,2004
1778,2,0,2005
1778,2,0,2007
1778,2,0,2008
1043,4,0,2008
1043,4,0,2006
1043,4,0,2004
1043,4,0,2007
1043,4,0,2003
1043,4,0,2005
1503,2,0,2005
1503,2,0,2006
1503,2,0,2007
1501,5,0,2017
1501,5,0,2007
1501,5,0,2005
1501,5,0,2013
1501,5,0,2006
1501,5,0,2012
1501,5,0,2008
1501,5,0,2009
1501,5,0,2016
1501,5,0,2010
1501,5,0,2011
1501,5,0,2015
1501,5,0,2014
1605,3,0,2006
1605,3,0,2010
1605,3,0,2014
1605,3,0,2011
1605,3,0,2005
1605,3,0,2013
1605,3,0,2007
1605,3,0,2008
1605,3,0,2009
1605,3,0,2012
1532,4,0,2006
1532,4,0,2005
2985,3,1,2006
2985,3,1,2007
2985,3,1,2005
1716,2,0,2005
1716,2,0,2006
2987,2,0,2008
2987,2,0,2007
2987,2,0,2005
2987,2,0,2009
2987,2,0,2006
1437,2,0,2007
1437,2,0,2005
1437,2,0,2008
1437,2,0,2006
930,3,1,2006
930,3,1,2005
1580,3,1,2005
1580,3,1,2006
1580,3,1,2007
1580,3,1,2008
1580,3,1,2009
1597,3,0,2004
1597,3,0,2005
1042,4,0,2005
1042,4,0,2006
1821,2,0,2006
1821,2,0,2005
1369,2,0,2010
1369,2,0,2009
1369,2,0,2007
1369,2,0,2008
1369,2,0,2006
1369,2,0,2005
1790,2,0,2005
1790,2,0,2006
1790,2,0,2009
1790,2,0,2010
1790,2,0,2007
1790,2,0,2008
1828,2,0,2012
1828,2,0,2005
1828,2,0,2011
1828,2,0,2010
1828,2,0,2009
1828,2,0,2007
1828,2,0,2008
1828,2,0,2006
1388,2,0,2005
1388,2,0,2006
1685,2,0,2005
1685,2,0,2007
1685,2,0,2006
1491,3,0,2006
1491,3,0,2005
1491,3,0,2007
1757,2,0,2013
1757,2,0,2014
1757,2,0,2004
1757,2,0,2005
1757,2,0,2007
1757,2,0,2010
1757,2,0,2011
1757,2,0,2006
1757,2,0,2012
1757,2,0,2009
1757,2,0,2008
1779,2,0,2007
1779,2,0,2005
1779,2,0,2006
1506,2,0,2005
1506,2,0,2006
1506,2,0,2007
1506,2,0,2008
2975,2,0,2006
2975,2,0,2005
3090,2,0,2011
3090,2,0,2010
3090,2,0,2012
3090,2,0,2009
3090,2,0,2007
3090,2,0,2013
3090,2,0,2014
3090,2,0,2006
3090,2,0,2015
3090,2,0,2008
3090,2,0,2005
3090,2,0,2016
1824,3,1,2005
1824,3,1,2006
1864,2,0,2009
1864,2,0,2008
1864,2,0,2010
1864,2,0,2006
1864,2,0,2007
1864,2,0,2005
1685,2,0,2005
1685,2,0,2006
1685,2,0,2008
1685,2,0,2007
1854,3,1,2005
1854,3,1,2008
1854,3,1,2006
1854,3,1,2007
1200,2,0,2005
1200,2,0,2006
2963,3,1,2008
2963,3,1,2006
2963,3,1,2009
2963,3,1,2010
2963,3,1,2005
2963,3,1,2007
1740,2,0,2015
1740,2,0,2016
1740,2,0,2007
1740,2,0,2014
1740,2,0,2005
1740,2,0,2006
1740,2,0,2010
1740,2,0,2013
1740,2,0,2012
1740,2,0,2008
1740,2,0,2011
1740,2,0,2009
1760,2,0,2005
1760,2,0,2007
1760,2,0,2006
1760,2,0,2008
1559,2,0,2006
1559,2,0,2005
1725,2,0,2008
1725,2,0,2009
1725,2,0,2007
1725,2,0,2006
1725,2,0,2010
1725,2,0,2011
1725,2,0,2012
1725,2,0,2005
3003,2,0,2012
3003,2,0,2011
3003,2,0,2013
3003,2,0,2010
3003,2,0,2009
3003,2,0,2005
3003,2,0,2008
3003,2,0,2007
3003,2,0,2006
2984,3,0,2006
2984,3,0,2005
1705,3,1,2005
1705,3,1,2008
1705,3,1,2007
1705,3,1,2010
1705,3,1,2011
1705,3,1,2006
1705,3,1,2014
1705,3,1,2013
1705,3,1,2012
1705,3,1,2009
3009,3,0,2008
3009,3,0,2010
3009,3,0,2006
3009,3,0,2009
3009,3,0,2007
3009,3,0,2005
1757,3,0,2005
1757,3,0,2006
1857,5,1,2005
1857,5,1,2007
1857,5,1,2009
1857,5,1,2006
1857,5,1,2008
1763,5,0,2007
1763,5,0,2005
1763,5,0,2006
1763,5,0,2008
1763,5,0,2010
1763,5,0,2009
1827,2,0,2006
1827,2,0,2008
1827,2,0,2005
1827,2,0,2007
1369,2,0,2009
1369,2,0,2010
1369,2,0,2008
1369,2,0,2006
1369,2,0,2007
1369,2,0,2004
1369,2,0,2005
1429,3,0,2005
1429,3,0,2006
919,3,1,2005
919,3,1,2006
919,3,1,2009
919,3,1,2007
919,3,1,2008
1891,3,0,2005
1891,3,0,2006
1891,3,0,2007
1665,3,0,2014
1665,3,0,2017
1665,3,0,2013
1665,3,0,2015
1665,3,0,2016
1665,3,0,2012
1665,3,0,2009
1665,3,0,2005
1665,3,0,2011
1665,3,0,2010
1665,3,0,2007
1665,3,0,2006
1665,3,0,2008
1580,3,1,2009
1580,3,1,2008
1580,3,1,2007
1580,3,1,2010
1580,3,1,2006
1580,3,1,2005
1576,2,0,2005
1576,2,0,2006
1576,2,0,2013
1576,2,0,2009
1576,2,0,2012
1576,2,0,2007
1576,2,0,2008
1576,2,0,2011
1576,2,0,2010
